qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	baseMean	log2FoldChange	padj
SRR11927463|k99_15307_17	AAO78283.1	67.0	521	162	5	3	520	1	514	7.9e-213	739.2	15.8163155641175	8.42059345184409	0.0247747537524896
SRR11927435|k99_5671_1	GH3.QOV19927.1	54.1	414	188	2	4	415	92	505	3.1e-119	427.9	4.67893012482687	6.57254567850374	0.0248298722778754
SRR11927436|k99_20028_2	GH123.UYU49224.1	55.8	527	230	2	1	525	74	599	1.0e-183	642.5	15.5967034481582	8.4002824988932	0.0248595206703645
SRR11927435|k99_24409_1	WP_073103539.1	57.4	373	151	4	2	373	35	400	3.8e-116	417.5	4.35218525618935	6.48394282684646	0.0248814143386911
SRR11927462|k99_28162_1	WP_048621587.1	60.1	341	133	2	119	458	38	376	1.0e-110	399.8	4.95579227632714	6.73916457974724	0.0249718925279538
SRR11927434|k99_23063_3	GH123.QCT76299.1	58.5	484	200	1	12	494	130	613	7.8e-178	622.9	15.1801981592715	8.36128144656874	0.0254025278432047
SRR11927448|k99_5246_3	GH95.UWP64982.1	58.6	780	303	7	1	773	1	767	1.9e-274	944.5	4.7293765442276	6.36419188513947	0.0255808599996855
SRR11927435|k99_34311_1	AAO78283.1	67.0	521	162	5	3	520	1	514	1.0e-212	738.8	15.1437641680818	8.35779579962425	0.0256263468062645
SRR11927436|k99_4102_1	GH33.UNY97738.1	49.1	529	249	4	2	511	4	531	2.4e-150	531.6	15.0488142072049	8.34853442269067	0.0256787339198971
SRR11927436|k99_23920_4	AAO78283.1	67.1	519	161	5	2	517	3	514	3.0e-212	737.3	15.0591165320394	8.34946652220181	0.0256820619935721
SRR11927434|k99_22641_3	WP_021986762.1	76.5	324	76	0	1	324	1	324	5.5e-148	523.1	9.87971173983983	7.73404725887362	0.0261338709078027
SRR11927437|k99_15701_8	GH31.QUT32557.1	51.3	760	362	3	2	756	4	760	1.9e-228	791.6	13.2007792037436	8.13861447994699	0.0261840067355153
SRR11927437|k99_15801_9	GH20.UVQ48142.1	59.2	478	191	2	59	534	68	543	3.5e-179	627.5	14.7419122998286	8.31902032933288	0.0265460779868184
SRR11927437|k99_16746_5	GH20.UWN65040.1	68.7	719	220	3	1	716	3	719	1.3e-303	1041.2	13.4902801229704	8.1614267244354	0.026807913585278
SRR11927448|k99_7906_1	GH42.BDF44884.1	78.3	572	124	0	4	575	5	576	6.7e-290	995.3	8.98327316216739	5.72635688685723	0.0269707938856009
SRR11927434|k99_23996_3	GH84.UHZ87400.1	51.2	731	349	6	4	728	5	733	1.6e-223	775.4	8.23115722892848	7.29033576942217	0.0273561754794729
SRR11927463|k99_7667_3	GH42.BBF45276.1	68.6	672	209	2	1	670	1	672	2.0e-293	1007.3	11.2605933724852	7.90752607171555	0.0274888896265758
SRR11927462|k99_25914_1	GH36.AXM89529.1	52.5	611	285	3	1	607	107	716	2.5e-189	661.4	6.2057457880859	6.98940226106758	0.0276694228923559
SRR11927463|k99_193_9	WP_021986762.1	76.5	324	76	0	1	324	1	324	5.5e-148	523.1	9.26628320911005	7.64089401405239	0.0283419787667991
SRR11927437|k99_6140_1	GH2.AWZ38459.1	88.2	934	110	0	1	934	64	997	0.0e+00	1755.0	14.1487377380232	8.25958183282814	0.0284592297079891
SRR11927435|k99_273_2	GH109.QUU07859.1	83.9	460	71	2	5	462	12	470	2.8e-238	823.5	13.2298775442959	8.16286391002433	0.0287066200743266
SRR11927436|k99_13938_1	WP_083535713.1	69.0	564	168	4	1	559	206	767	9.7e-241	832.0	12.9006372021592	8.12626827130134	0.0293307015356145
SRR11927436|k99_7687_2	WP_035456300.1	52.1	463	218	4	18	476	21	483	2.1e-143	508.4	13.0568377601172	8.14338839845023	0.0293388944597395
SRR11927455|k99_10011_10	GH2.BCJ95530.1	40.7	1075	522	13	36	1009	69	1129	5.4e-250	863.6	21.4171935501285	-8.75869101153237	0.0297047953199303
SRR11927463|k99_19054_7	GH109.QUU07859.1	82.6	470	79	2	1	468	2	470	3.4e-239	826.6	12.7755651996278	8.11259013075717	0.0297145064824253
SRR11927451|k99_3149_2	WP_251214447.1	81.3	663	117	2	1	658	1	661	0.0e+00	1124.8	8.74237478032113	7.51608755507971	0.0298547253330094
SRR11927463|k99_13671_2	GH36.AVM41756.1	56.1	690	299	2	1	690	36	721	8.9e-244	842.4	13.1867801283227	8.15834005696648	0.0301071122540073
SRR11927448|k99_3777_1	GH31.QBE95714.1	63.9	665	240	0	4	668	1	665	1.1e-272	938.3	4.26662076282638	5.61984264802679	0.0307379839529414
SRR11927440|k99_2699_3	WP_004842794.1	63.2	799	285	4	1	793	1	796	1.5e-311	1067.8	10.8811902442099	7.85834363314348	0.0309701535855464
SRR11927437|k99_13884_9	WP_021986762.1	76.5	324	76	0	1	324	1	324	5.5e-148	523.1	9.04790642347902	7.5971915751912	0.0313651078045909
SRR11927437|k99_4127_2	WP_202856239.1	45.6	375	195	6	27	400	40	406	9.5e-97	353.2	7.20846491410647	7.24874319951812	0.0313658915116105
SRR11927434|k99_7970_2	GH29.BDF54907.1	70.4	423	119	2	8	430	12	428	1.9e-191	667.9	11.9707640750799	8.01871253074543	0.0313979494157442
SRR11927463|k99_22510_8	GH84.UHZ87400.1	51.2	731	349	6	4	728	5	733	1.6e-223	775.4	8.63499294907848	7.23195095067187	0.0316628536557916
SRR11927451|k99_275_1	WP_158662669.1	53.2	310	145	0	2	311	48	357	1.7e-85	315.5	4.85299757272729	6.71699470500535	0.0316857690856864
SRR11927463|k99_1077_2	GH31.AZO95768.1	64.9	763	267	1	1	763	1	762	5.5e-311	1065.8	12.6522100257359	8.09396619261845	0.0327649907793535
SRR11927437|k99_19083_42	GH29.BDF54907.1	70.4	423	119	2	8	430	12	428	1.9e-191	667.9	11.5708802237944	7.96951020835698	0.032824448231845
SRR11927434|k99_14596_7	GH36.AVM41756.1	55.2	726	320	3	1	726	1	721	9.3e-252	869.0	12.9493747033486	8.12100958736879	0.0330070310564587
SRR11927435|k99_2153_1	WP_390108768.1	43.5	437	214	5	38	473	33	437	4.9e-92	337.8	5.4906514079111	6.87948725084966	0.0331718194250396
SRR11927461|k99_2543_69	GH36.QEI32555.1	58.3	741	300	2	1	734	1	739	2.1e-267	921.0	22.6898060811467	-8.66133050875322	0.0332217205493811
SRR11927448|k99_12256_1	GH31.UMZ00779.1	53.9	757	333	5	1	754	1	744	1.4e-258	891.7	3.47873470461681	5.75125859380523	0.0335159542459475
SRR11927462|k99_18722_2	WP_118209765.1	44.5	391	199	7	60	450	36	408	8.4e-85	313.9	5.33281671839343	6.84578759862464	0.0336102821632055
SRR11927436|k99_9043_1	WP_021986762.1	76.5	324	76	0	1	324	1	324	5.5e-148	523.1	7.52411102434994	7.34287144397753	0.033611431156664
SRR11927437|k99_19757_1	GH36.AWZ38451.1	90.3	732	71	0	1	732	1	732	0.0e+00	1372.8	11.2455709740129	7.92817818922556	0.0339224094308284
SRR11927439|k99_27300_1	GH31.BCJ98925.1	84.7	515	78	1	1	515	1	514	5.5e-275	945.7	8.55886519177664	7.51256033390876	0.0340731959175371
SRR11927453|k119_7808_25	GH31.WAJ23728.1	99.5	808	4	0	1	808	1	808	0.0e+00	1721.1	20.4868585694104	-8.55907189504357	0.0341876283966978
SRR11927461|k99_1792_11	GH2.SET68766.1	80.0	1008	200	1	1	1008	1	1006	0.0e+00	1739.2	19.5640357281072	-8.5219996361942	0.0342719171205008
SRR11927463|k99_27085_7	GH29.BDF54907.1	70.4	423	119	2	8	430	12	428	1.9e-191	667.9	10.7825330123208	7.86786414979183	0.0343322166794838
SRR11927436|k99_27074_1	GH95.UJH92689.1	42.1	378	217	2	22	398	13	389	7.9e-88	323.6	10.8246750853497	7.87294188311642	0.0343467957272153
SRR11927463|k99_1673_1	WP_251317632.1	59.4	308	124	1	4	311	1	307	1.2e-99	362.5	2.61845118777288	5.56797648201652	0.0344173519352569
SRR11927439|k99_13112_1	GH36.AVM41756.1	57.2	545	232	1	1	545	1	544	4.4e-198	690.3	8.59869218812002	7.51138866060474	0.0349652508295911
SRR11927434|k99_15155_15	GH42.BBF45276.1	68.6	672	209	2	1	670	1	672	2.0e-293	1007.3	11.5821535657112	7.9613461370542	0.0353857504773887
SRR11927435|k99_34067_2	GH29.BDF54907.1	71.8	379	106	1	1	379	51	428	1.2e-173	608.6	10.4185729806443	7.81817815237362	0.035549177038789
SRR11927442|k79_17005_1	GH29.UVQ45368.1	63.9	629	216	6	1	625	62	683	4.4e-242	836.6	17.9916914007412	6.34432855571964	0.0357412540569572
SRR11927463|k99_27085_15	WP_251622525.1	79.5	219	44	1	2	220	1	218	8.2e-103	372.5	5.04823752924127	6.75002815688029	0.0359184965849682
SRR11927453|k119_3241_2	GH36.AVM41756.1	51.6	715	342	2	1	712	1	714	1.8e-223	775.0	18.2195266758842	-8.41685703752534	0.0362543857814768
SRR11927448|k99_16628_1	GH29.UWP24576.1	74.3	459	118	0	1	459	20	478	2.8e-222	770.4	10.5422935757194	5.67768367953828	0.0365398785427609
SRR11927447|k99_9972_2	GH42.WMC93747.1	69.7	666	202	0	1	666	1	666	1.8e-302	1037.3	9.68436356565554	5.64127621417807	0.0365736055973866
SRR11927445|k99_278_3	GH36.AVM41756.1	51.6	715	342	2	1	712	1	714	1.8e-223	775.0	17.8420528965385	-8.386207867927	0.0368901099492121
SRR11927449|k99_3433_1	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	5.3e-265	912.9	20.4190929600135	6.30019314552687	0.037074618062613
SRR11927463|k99_7583_1	GH3.QPB43581.1	52.1	449	206	5	1	449	147	586	1.0e-131	469.5	5.50910991681874	6.71281406902879	0.0376941366026821
SRR11927463|k99_14702_2	GH29.WMJ85708.1	57.7	402	169	1	9	409	8	409	5.4e-148	523.5	4.55957120158401	6.61349966380805	0.03773856209066
SRR11927438|k99_16753_1	WP_118209765.1	44.5	391	199	7	34	424	36	408	7.9e-85	313.9	4.9108563746011	6.7255701027248	0.0378606081698224
SRR11927451|k99_6904_6	GH20.UWN66573.1	63.4	560	188	3	3	561	1	544	4.5e-206	716.8	7.47590853754624	7.32446707671586	0.038040770979164
SRR11927448|k99_9335_12	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	6.9e-265	912.5	21.7065292695359	6.28020799459338	0.0388237261134737
SRR11927437|k99_13682_3	WP_107032344.1	77.2	377	85	1	1	376	1	377	2.7e-186	650.6	7.61031476118293	7.34412568967279	0.0391388595220828
SRR11927437|k99_4538_1	GH2.QDH54196.1	57.2	888	363	9	3	875	6	891	1.4e-302	1038.1	12.1084021475242	8.01523694406675	0.0394915348557471
SRR11927463|k99_20773_2	GH31.QBE97771.1	80.7	636	123	0	1	636	1	636	0.0e+00	1109.0	9.88877210132345	7.73715894037056	0.0396139835815256
SRR11927448|k99_7393_5	GH20.ALK86219.1	71.4	775	220	2	1	774	1	774	0.0e+00	1181.8	22.2018735148108	6.28382374871016	0.0397120384142572
SRR11927455|k99_6818_21	GH36.AII74158.1	41.8	641	363	6	49	683	49	685	2.8e-152	538.5	15.702466311309	-8.18443252675354	0.0399185399789812
SRR11927435|k99_43281_3	GH35.QRT50979.1	52.8	534	230	4	1	534	1	512	2.3e-167	588.2	7.44402289784413	5.09221413552131	0.0404487193529886
SRR11927435|k99_21361_2	WP_107032344.1	77.2	377	85	1	1	376	1	377	2.7e-186	650.6	7.45986206353899	7.3093572167872	0.0409157915321864
SRR11927434|k99_758_18	GH3.UVR10884.1	44.5	584	272	8	14	586	28	570	6.8e-133	474.2	13.9664869200522	8.2411951623638	0.0422087793732946
SRR11927437|k99_15854_3	WP_251573888.1	40.5	368	203	8	35	397	24	380	7.9e-57	220.7	8.43818028026525	7.51374109792293	0.042296262872378
SRR11927434|k99_14270_12	GH31.AZO95768.1	64.9	763	267	1	1	763	1	762	5.5e-311	1065.8	13.6068710434739	8.20350019459046	0.0427640266361675
SRR11927462|k99_4580_8	WP_154518680.1	56.1	401	171	1	1	401	1	396	2.1e-120	431.8	4.48691380722676	6.56833405009078	0.0429847759019342
SRR11927462|k99_20694_2	GH95.BDF43314.1	46.3	827	404	7	5	797	6	826	5.8e-223	773.5	9.78064974562244	7.30309444889443	0.0434450749798556
SRR11927434|k99_13944_2	GH42.UTB41899.1	52.0	698	293	7	1	695	1	659	1.2e-211	735.7	13.2193392531389	8.16185104772384	0.0436944900494936
SRR11927447|k99_7774_1	GH31.QCU03644.1	74.1	661	171	0	1	661	1	661	5.2e-310	1062.4	2.28329673132844	4.51127375437662	0.0437313374858056
SRR11927462|k99_30321_2	GH36.ATP35075.1	46.1	727	390	2	3	728	5	730	8.0e-195	679.9	11.0732005026019	7.33050802882909	0.0438102416759517
SRR11927435|k99_8353_1	WP_251316959.1	77.4	319	70	1	1	319	3	319	3.4e-134	477.2	3.84319015927619	6.28792968117509	0.0445762484392375
SRR11927463|k99_19268_1	WP_118209765.1	44.5	391	199	7	63	453	36	408	8.4e-85	313.9	6.18944352578847	7.03696164159453	0.0445844197285504
SRR11927434|k99_23966_4	WP_251622525.1	79.6	216	43	1	8	223	1	215	7.8e-101	365.9	5.31818564882231	6.84076692200705	0.0452132717791598
SRR11927463|k99_3647_3	WP_186873881.1	55.0	249	104	2	18	266	28	268	7.4e-66	250.0	2.96831924230088	5.9796464328893	0.0453916610975762
SRR11927460|k99_6697_3	GH2.AEF82182.1	58.7	832	324	4	1	828	1	816	5.5e-309	1059.3	15.3273364216539	-7.60918054828386	0.0454030089833795
SRR11927439|k99_24005_31	WP_226386959.1	61.5	309	114	3	23	331	16	319	3.7e-107	387.5	9.01231185477447	7.5996122658457	0.0455845806328478
SRR11927463|k99_35577_1	GH3.UVR10884.1	44.5	584	272	8	14	586	28	570	6.8e-133	474.2	12.3442654691697	8.06304304038175	0.0455890842450827
SRR11927439|k99_34909_1	WP_006856572.1	41.2	364	202	4	67	426	30	385	7.3e-78	290.8	8.17484657820572	7.46138446481891	0.0460454960555947
SRR11927439|k99_7631_8	GH36.AWY99188.1	56.7	730	282	5	4	731	5	702	5.2e-255	879.8	12.0657140272329	8.03004925256448	0.046257364154352
SRR11927435|k99_22097_3	WP_129649671.1	85.4	1172	171	0	5	1176	6	1177	0.0e+00	2130.9	6.75881350894927	6.32302891278765	0.0464304530528935
SRR11927435|k99_28363_1	WP_244324806.1	82.6	236	41	0	13	248	1	236	2.3e-106	384.4	2.26839237257638	5.37262874027039	0.0466944261077873
SRR11927462|k99_24142_5	GH3.WNV56614.1	66.5	349	115	1	73	419	130	478	1.4e-132	472.2	5.09387518667147	6.78740657596083	0.0469381478040613
SRR11927434|k99_14270_14	GH31.QBE97771.1	80.8	636	122	0	1	636	1	636	0.0e+00	1110.9	11.7812256190035	7.99578142014591	0.0477766877640014
SRR11927453|k119_3848_1	GH2.SET68766.1	93.5	1007	65	0	1	1007	1	1007	0.0e+00	2001.1	7.08408981652196	-6.16203309158722	0.0478595903375445
SRR11927450|k99_7452_2	GH29.UVQ45368.1	63.8	687	237	7	3	684	4	683	6.9e-265	912.5	19.3819279736579	5.93098889891799	0.0479994635181502
SRR11927460|k99_4551_19	WP_100307226.1	81.6	374	69	0	1	374	1	374	3.7e-177	620.5	13.7532602956547	-7.45290784263297	0.0487280201862049
SRR11927460|k99_3881_3	WP_170820814.1	93.8	596	35	1	1	594	1	596	0.0e+00	1174.5	14.0528914419323	-7.48400485654969	0.0489035330784423
SRR11927451|k99_10730_1	GH2.BCA48697.1	62.5	706	258	4	1	700	199	903	2.1e-285	980.7	8.31666752375457	7.47963315801866	0.0490253271329356
SRR11927439|k99_19523_5	WP_246223864.1	51.8	760	342	10	1	747	2	750	3.8e-224	777.3	3.52977822463888	5.8615641516607	0.0496339689345941
SRR11927439|k99_10834_3	GH31.QBE97771.1	80.7	636	123	0	1	636	1	636	0.0e+00	1109.0	10.8897960485416	7.88213697960444	0.0496946920034619
SRR11927461|k99_5091_2	GH2.SET94562.1	88.3	1017	119	0	1	1017	1	1017	0.0e+00	1920.6	6.66846812574869	-6.39372113210071	0.0497473779823237
SRR11927463|k99_31628_1	GH3.UWP68455.1	57.7	366	146	4	40	396	46	411	1.5e-107	389.0	4.50931367464005	6.54419769328485	0.0499808154817754
SRR11927463|k99_36309_2	GH2.WP_055167711.1	61.0	654	241	5	1	647	1	647	2.3e-241	834.3	6.7817932246446	7.19901129311392	0.0499827138292219
